Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
52046,1402545,تجمع جمعی از بازنشستگان پیش از موعد مقابل مجلس,,2017-01-14 08:33:19,شنبه ۲۵ دی ۱۳۹۵ - ۱۱:۰۳,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Labour,N/A,Local,Unknown,Capital,Government,Ordinary Citizens,Labour,Unknown,تهران,medium group <50,مقابل مجلس شورای اسلامی,Parliament area,2017-01-14,No,2017-01-14,2017-01-14,1.0,success,gpt-4o-mini,,,,
52063,1404569,پاسخ ایوبی به یک نامه‌ی اعتراضی,,2017-01-14 15:49:47,شنبه ۲۵ دی ۱۳۹۵ - ۱۸:۱۹,سرویس فرهنگی و هنری,"
                        سینما و تئاتر
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Cultural,N/A,Local,Unknown,Unknown,Government,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-01-14,No,2017-01-14,2017-01-14,1.0,success,gpt-4o-mini,,,,
52088,1401930,اعتراض به افزایش سقف درآمد تعیین شده در لایحه بودجه 96    ,استاندار زنجان عنوان کرد,2017-01-15 13:38:01,یکشنبه ۲۶ دی ۱۳۹۵ - ۱۶:۰۸,سرویس استان ها,"
                        زنجان
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Economic,N/A,Local,زنجان,Province Center,Government,Unknown,Unknown,Unknown,زنجان,unknown,Unknown,Unknown,2017-01-15,No,,,1.0,success,gpt-4o-mini,,,,
52096,1400757,کمپین نه به تصادفات جاده‌ای؛ محوری‌ترین برنامه سازمان جوانان هلال احمر در نوروز ۹۶  ,,2017-01-16 09:17:12,دوشنبه ۲۷ دی ۱۳۹۵ - ۱۱:۴۷,سرویس اجتماعی,"
                        سلامت
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Traffic safety,N/A,National,Unknown,NA,Government,NGO/Community,Other,Unknown,Unknown,20000,Unknown,Unknown,2017-01-16,No,,,1.0,success,gpt-4o-mini,,,,
52114,1400270,اعتراضات به شیوه اجرای قانون بازنشستگی پیش از موعد همچنان ادامه دارد,,2017-01-17 08:59:41,سه‌شنبه ۲۸ دی ۱۳۹۵ - ۱۱:۲۹,سرویس استان ها,"
                        خراسان رضوی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Economic,N/A,Local,Unknown,City,Government,Labour Union,Retireds,Unknown,مقابل مجلس شورای اسلامی,medium group < 50,مقابل مجلس شورای اسلامی,In front of state buildings,2017-01-17,No,2017-01-17,2017-01-17,1.0,success,gpt-4o-mini,,,,
52118,1400208,اعتراض به خانه‌های غیرمجاز اجاره‌ای/ گلایه از کمبود هتل‌های استاندارد,دیدار رییس سازمان میراث با جامعه هتلداران,2017-01-17 10:39:31,سه‌شنبه ۲۸ دی ۱۳۹۵ - ۱۳:۰۹,سرویس فرهنگی و هنری,"
                        گردشگری و میراث
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Business,N/A,National,Unknown,Unknown,Government,NGO/Community,Economic/trade/business,Unknown,Unknown,Unknown,Unknown,Unknown,2017-01-17,No,,,1.0,success,gpt-4o-mini,,,,
52147,1399215,اعتراض یک آتش‌نشان به طلایی درباره فرسودگی دستگاه‌ها,,2017-01-19 19:14:00,پنجشنبه ۳۰ دی ۱۳۹۵ - ۲۱:۴۴,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Labour,N/A,Local,Unknown,City,Municipality/ city councils,Ordinary Citizens,Labour,Unknown,Unknown,small group < 15,Unknown,Unknown,2017-01-19,No,2017-01-19,2017-01-19,1.0,success,gpt-4o-mini,,,,
52148,1399218,تجمع انصار حزب الله در حمایت از شیعیان بحرین و نیجریه‎,,2017-01-19 19:17:13,پنجشنبه ۳۰ دی ۱۳۹۵ - ۲۱:۴۷,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Human rights,N/A,Local,نیجریه,City,Government,Formal religious group,Human rights,Unknown,مشهد,unknown,مقابل دفتر سازمان ملل,Public place,2017-01-19,No,,,1.0,success,gpt-4o-mini,,,,
52158,1399521,اعتراض بازاریان به افتتاح فروشگاه‌های زنجیره‌ای در خدابنده,,2017-01-21 07:50:02,شنبه ۲ بهمن ۱۳۹۵ - ۱۰:۲۰,سرویس استان ها,"
                        زنجان
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Economic,N/A,Local,خدابنده,Town,Private Companies/organizations,Ordinary Citizens,Economic/trade/business,Unknown,خدابنده,unknown,Unknown,Unknown,2017-01-21,No,,,1.0,success,gpt-4o-mini,,,,
52212,1394512,"از اعتراض به \آرتیست‌های سینمایی\"" تا درخواست برای انتشار فایل جلسه شنبه درباره پلاسکو""",/گزارش لحظه ای ایسنا از جلسه علنی شورا/,2017-01-24 07:26:00,سه‌شنبه ۵ بهمن ۱۳۹۵ - ۰۹:۵۶,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Urban,N/A,Local,تهران,Capital,Municipality/ city councils,Ordinary Citizens,Urban,Unknown,تهران,unknown,Unknown,Unknown,2017-01-24,No,2017-01-24,2017-01-24,1.0,success,gpt-4o-mini,,,,
52222,1394725,تجمع تعدادی از سپرده گذاران موسسه کاسپین در مقابل مجلس,,2017-01-24 12:57:37,سه‌شنبه ۵ بهمن ۱۳۹۵ - ۱۵:۲۷,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Financial/banking,N/A,National,Unknown,Capital,Government,Ordinary Citizens,Financial/banking,Unknown,تهران,small group < 15,مقابل مجلس,In front of state buildings,2017-01-24,No,2017-01-24,2017-01-24,1.0,success,gpt-4o-mini,,,,
52247,1391361,"دانشگاه علوم پزشکی تبریز به دنبال ایجاد کمپین \نه به مواد آتش‌زای آسیب رسان\"" است""",رئیس دانشگاه:,2017-01-26 13:20:50,پنجشنبه ۷ بهمن ۱۳۹۵ - ۱۵:۵۰,سرویس استان ها,"
                        آذربایجان شرقی
                        
                    ",isna,Yes,No,Petitioning,Protest,No,Civil campaigning,کمپین مدنی یا پویشگری,Health and Safety,N/A,Local,آذربایجان شرقی,Province Center,Government,University Officials,Health,Unknown,تبریز,unknown,Unknown,Unknown,2017-01-26,No,2017-01-26,2017-01-26,1.0,success,gpt-4o-mini,,,,
52262,1395628,تجمع اعتراضی دانشجویان کوی + توضیحات معاون دانشجویی دانشگاه تهران,,2017-01-28 09:04:00,شنبه ۹ بهمن ۱۳۹۵ - ۱۱:۳۴,سرویس علمی و دانشگاهی,"
                        صنفی، فرهنگی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Student/university,N/A,Local,دانشگاه تهران,University,University Officials,Formal student group,Student Movement,Unknown,دانشگاه تهران,medium group < 50,محوطه دانشگاه تهران,University campuses,2017-01-28,No,2017-01-28,2017-01-28,1.0,success,gpt-4o-mini,,,,
52273,1395897,اعتراض دانشجویان علمی کاربردی به ادامه اختلال در سامانه «سجاد»,,2017-01-29 04:57:01,یکشنبه ۱۰ بهمن ۱۳۹۵ - ۰۷:۲۷,سرویس علمی و دانشگاهی,"
                        آموزش
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Student/university,N/A,Local,Unknown,University,University Officials,Formal student group,Student Movement,Unknown,دانشگاه علمی کاربردی,medium group <50,دانشگاه علمی کاربردی,University campuses,2017-01-29,No,2017-01-29,2017-01-29,1.0,success,gpt-4o-mini,,,,
52283,1390438,تجمع سپرده‌گذاران کاسپین مقابل مجلس ,,2017-01-29 10:24:05,یکشنبه ۱۰ بهمن ۱۳۹۵ - ۱۲:۵۴,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Financial/banking,N/A,Local,Unknown,Capital,Bank Central Governor,Ordinary Citizens,Financial/banking,Unknown,مقابل مجلس شورای اسلامی,Large Group < 200,مقابل مجلس شورای اسلامی,Parliament area,2017-01-29,Yes,2017-01-29,2017-01-31,3.0,success,gpt-4o-mini,1.0,1390438.0,Yes,547e8a38249efb95a0c30d42510df986
52283,1390438,تجمع سپرده‌گذاران کاسپین مقابل مجلس ,,2017-01-29 10:24:05,یکشنبه ۱۰ بهمن ۱۳۹۵ - ۱۲:۵۴,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,Yes,Demonstrative protests (legal and nonviolent),,,,,,,,,,,,,,,,مقابل مجلس شورای اسلامی,,,,,,,success,gpt-4o-mini,2.0,1390438.0,Yes,547e8a38249efb95a0c30d42510df986
52283,1390438,تجمع سپرده‌گذاران کاسپین مقابل مجلس ,,2017-01-29 10:24:05,یکشنبه ۱۰ بهمن ۱۳۹۵ - ۱۲:۵۴,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,Yes,Demonstrative protests (legal and nonviolent),,,,,,,,,,,,,,,,مقابل مجلس شورای اسلامی,,,,,,,success,gpt-4o-mini,3.0,1390438.0,Yes,547e8a38249efb95a0c30d42510df986
52288,1390327,تجمع اعتراض آمیز حوزویان در محکومیت سرکوب مردم بحرین - قم,,2017-01-29 13:11:14,یکشنبه ۱۰ بهمن ۱۳۹۵ - ۱۵:۴۱,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Human rights,N/A,Local,بحرین,City,Government,Formal religious group,Religious,Unknown,مدرسه فیضیه قم,unknown,مدرسه فیضیه قم,Public place,2017-01-29,No,,,1.0,success,gpt-4o-mini,,,,
52291,1396225,اعتراض پژمان بازغی / منتقدان کجا هستند؟,در نشست «خانه دیگری» در فیلم فجر مطرح شد:,2017-01-29 16:41:40,یکشنبه ۱۰ بهمن ۱۳۹۵ - ۱۹:۱۱,سرویس فرهنگی و هنری,"
                        سینما و تئاتر
                        
                    ",isna,Yes,No,N/A,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Cultural,N/A,Local,Unknown,City,Critics,Unknown,Cultural,Unknown,برج میلاد,unknown,برج میلاد,Public place,2017-01-29,No,,,1.0,success,gpt-4o-mini,,,,
52308,1396402,نامه اعتراضی انجمن‌ سنگ به شورای‌ نگهبان,,2017-01-30 10:11:47,دوشنبه ۱۱ بهمن ۱۳۹۵ - ۱۲:۴۱,سرویس اقتصادی,"
                        تولید و تجارت
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Collective open letter,نامه جمعی اعتراضی,Economic,N/A,National,Unknown,Unknown,Government,NGO/Community,Economic/trade/business,Unknown,Unknown,Unknown,Unknown,Unknown,2017-01-30,No,2017-01-30,2017-01-30,1.0,success,gpt-4o-mini,,,,
52317,1389755,تجمع جمعی از کارشناسان ناظر کشاورزی مقابل مجلس,,2017-01-31 06:36:51,سه‌شنبه ۱۲ بهمن ۱۳۹۵ - ۰۹:۰۶,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Labour,N/A,Local,Unknown,Capital,Government,Ordinary Citizens,Labour,Unknown,تهران,medium group <50,مقابل مجلس,Parliament area,2017-01-31,No,2017-01-31,2017-01-31,1.0,success,gpt-4o-mini,,,,
52326,1396807,شبکه بهداشت حاشیه شهرها تکمیل شد/ به نحوه همکاری تامین اجتماعی معترضیم,سخنگوی وزارت بهداشت:,2017-01-31 10:54:16,سه‌شنبه ۱۲ بهمن ۱۳۹۵ - ۱۳:۲۴,سرویس اجتماعی,"
                        سلامت
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Health system collaboration,N/A,National,Unknown,Unknown,Ministries,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2017-01-31,No,2017-01-31,2017-01-31,1.0,success,gpt-4o-mini,,,,
52348,1397258,ماجرای اعتصاب رانندگان در مرز دوغارون,,2017-02-01 14:27:59,چهارشنبه ۱۳ بهمن ۱۳۹۵ - ۱۶:۵۷,سرویس استان ها,"
                        خراسان رضوی
                        
                    ",isna,Yes,No,Confrontational protests (illegal and non violent),Protest,Unknown,strike,اعتصاب,Labour,N/A,Local,افغانستان,City,Government,Labour Union,Labour,Unknown,مرز دوغارون,unknown,گمرک دوغارون,Working places,2017-02-01,Yes,2017-01-27,2017-02-01,5.0,success,gpt-4o-mini,1.0,1397258.0,Yes,983030c0494904114a651be91ab8321a
52348,1397258,ماجرای اعتصاب رانندگان در مرز دوغارون,,2017-02-01 14:27:59,چهارشنبه ۱۳ بهمن ۱۳۹۵ - ۱۶:۵۷,سرویس استان ها,"
                        خراسان رضوی
                        
                    ",isna,Yes,Yes,Confrontational protests (illegal and non violent),,,,,,,,,,,,,,,,گمرک دوغارون,,,,,,,success,gpt-4o-mini,2.0,1397258.0,Yes,983030c0494904114a651be91ab8321a
52348,1397258,ماجرای اعتصاب رانندگان در مرز دوغارون,,2017-02-01 14:27:59,چهارشنبه ۱۳ بهمن ۱۳۹۵ - ۱۶:۵۷,سرویس استان ها,"
                        خراسان رضوی
                        
                    ",isna,Yes,Yes,Confrontational protests (illegal and non violent),,,,,,,,,,,,,,,,گمرک دوغارون,,,,,,,success,gpt-4o-mini,3.0,1397258.0,Yes,983030c0494904114a651be91ab8321a
52348,1397258,ماجرای اعتصاب رانندگان در مرز دوغارون,,2017-02-01 14:27:59,چهارشنبه ۱۳ بهمن ۱۳۹۵ - ۱۶:۵۷,سرویس استان ها,"
                        خراسان رضوی
                        
                    ",isna,Yes,Yes,Confrontational protests (illegal and non violent),,,,,,,,,,,,,,,,گمرک دوغارون,,,,,,,success,gpt-4o-mini,4.0,1397258.0,Yes,983030c0494904114a651be91ab8321a
52348,1397258,ماجرای اعتصاب رانندگان در مرز دوغارون,,2017-02-01 14:27:59,چهارشنبه ۱۳ بهمن ۱۳۹۵ - ۱۶:۵۷,سرویس استان ها,"
                        خراسان رضوی
                        
                    ",isna,Yes,Yes,Confrontational protests (illegal and non violent),,,,,,,,,,,,,,,,گمرک دوغارون,,,,,,,success,gpt-4o-mini,5.0,1397258.0,Yes,983030c0494904114a651be91ab8321a
52354,1388904,همه چیز درباره اعتصاب رانندگان در دوغارون,/گزارش/,2017-02-02 07:01:32,پنجشنبه ۱۴ بهمن ۱۳۹۵ - ۰۹:۳۱,سرویس استان ها,"
                        خراسان رضوی
                        
                    ",isna,Yes,No,Confrontational protests (illegal and non violent),Protest,Unknown,strike,اعتصاب,Labour,N/A,Local,افغانستان,City,Government,Labour Union,Labour,Unknown,دوغارون,unknown,Unknown,Unknown,2017-02-02,No,2017-02-02,2017-02-02,1.0,success,gpt-4o-mini,,,,
52357,1388824,ایجاد کمپین دیوارهای تمیز شهر پاک در شیراز,,2017-02-02 10:43:28,پنجشنبه ۱۴ بهمن ۱۳۹۵ - ۱۳:۱۳,سرویس استان ها,"
                        فارس
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Environmental,Env_Waste Disposal,Local,شیراز,City,Local authorities/agencies,Campaign,Environmental,Unknown,شیراز,unknown,Unknown,Unknown,2017-02-02,No,,,1.0,success,gpt-4o-mini,,,,
52358,1397459,ماجرای اعتراض طلافروشان مشهدی چه بود؟,,2017-02-02 13:36:17,پنجشنبه ۱۴ بهمن ۱۳۹۵ - ۱۶:۰۶,سرویس استان ها,"
                        خراسان رضوی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Economic,N/A,Local,مشهد,City,Government,Labour Union,Economic/trade/business,Unknown,مشهد,unknown,Unknown,Unknown,2017-02-02,No,2017-02-02,2017-02-02,1.0,success,gpt-4o-mini,,,,
52401,1398036,راه‌اندازی کمپین «بز شاخدار» توسط یک کارگردان,,2017-02-04 19:20:00,شنبه ۱۶ بهمن ۱۳۹۵ - ۲۱:۵۰,سرویس فرهنگی و هنری,"
                        سینما و تئاتر
                        
                    ",isna,Yes,No,N/A,N/A,Unknown,N/A,N/A,Cultural,N/A,Local,Unknown,Unknown,Government,Unknown,Cultural,Unknown,برج میلاد,Unknown,برج میلاد,Public place,2017-02-04,No,2017-02-04,2017-02-04,1.0,success,gpt-4o-mini,,,,
52402,1388070,نامه جمعی از فعالان در پی حادثه کولبرها در غرب کشور,,2017-02-04 20:04:31,شنبه ۱۶ بهمن ۱۳۹۵ - ۲۲:۳۴,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Collective open letter,نامه جمعی اعتراضی,Human rights,N/A,Local,Unknown,Unknown,Government,NGO/Community,Human rights,Unknown,Unknown,Unknown,Unknown,Unknown,2017-02-04,No,2017-02-04,2017-02-04,1.0,success,gpt-4o-mini,,,,
52417,1387896,تجمع درختان برای حفظ محیط زیست,,2017-02-05 09:26:51,یکشنبه ۱۷ بهمن ۱۳۹۵ - ۱۱:۵۶,سرویس فرهنگی و هنری,"
                        تجسمی و موسیقی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,symbolic demonstrations,اعتراضات نمادین,Environmental,Env_Deforestation,Local,نیشابور,City,Public Awareness,Ordinary Citizens,Environmental,Unknown,نیشابور,unknown,مسیر جاده مسجد چوبی,Public place,2017-02-05,No,2017-02-05,2017-02-05,1.0,success,gpt-4o-mini,,,,
52423,1387830,کمپین تبریزی‌ها برای کفش ایرانی,,2017-02-05 10:43:41,یکشنبه ۱۷ بهمن ۱۳۹۵ - ۱۳:۱۳,سرویس ایسنا+,"
                        رسانه دیگر
                        
                    ",isna,Yes,No,Civil campaigning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Economic,N/A,Local,تبریز,City,Government,Campaign,Economic/trade/business,Unknown,تبریز,Large Group < 200,بازار تبریز,Public place,2017-02-05,No,,,1.0,success,gpt-4o-mini,,,,
52426,1398282,نشست فعالان رسانه ای حامی جبهه مردمی نیروهای انقلاب اسلامی برگزار شد,,2017-02-05 11:46:43,یکشنبه ۱۷ بهمن ۱۳۹۵ - ۱۴:۱۶,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Political,N/A,Local,Unknown,Capital,Political Party/Politician,Campaign,Journalists,Reformist,سالن همایش‌های حوزه هنری,Large Group < 200,سالن همایش‌های حوزه هنری,Public place,2017-02-05,No,,,1.0,success,gpt-4o-mini,,,,
52462,1374873,"فراخوانِ راهپیمایی علیه ترامپ در \روز جهانی زمین\""""",,2017-02-07 06:58:38,سه‌شنبه ۱۹ بهمن ۱۳۹۵ - ۰۹:۲۸,سرویس اجتماعی,"
                        محیط زیست
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Environmental,N/A,National,Unknown,Capital,Government,Unknown,Environmental,Unknown,واشنگتن,unknown,Unknown,Public place,2017-02-22,No,,,1.0,success,gpt-4o-mini,,,,
52504,1374369,دعوت حزب موتلفه برای شرکت در راهپیمایی ۲۲ بهمن,,2017-02-08 08:05:36,چهارشنبه ۲۰ بهمن ۱۳۹۵ - ۱۰:۳۵,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Political,N/A,National,Unknown,National,International Institution/Country,Political Org./Party,Political,Progovernment,Unknown,unknown,Unknown,Unknown,2017-02-08,No,,,1.0,success,gpt-4o-mini,,,,
52512,1376347,در 5 هزار نقطه کشور راهپیمایی خودجوش 22 بهمن برگزار می‌شود,لطفی در نشست خبری مطرح کرد:,2017-02-08 09:56:00,چهارشنبه ۲۰ بهمن ۱۳۹۵ - ۱۲:۲۶,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Ritual,NO,march/ rally,راهپیمایی,Political,N/A,National,Unknown,National,Government,Campaign,Political,Progovernment,Unknown,"thousands, +1000",میدان آزادی,Public place,2017-02-08,No,,,1.0,success,gpt-4o-mini,,,,
