Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
45928,270208, اعتراض به اعدام شیخ نمر ,,2016-01-03 09:55:27,یکشنبه ۱۳ دی ۱۳۹۴ - ۱۲:۲۵,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,YES,public assembly,تجمع / اجتماع,Political,N/A,National,عربستان,City,International Institution/Country,Ordinary Citizens,Political,Unknown,شهرهای مختلف ایران,unknown,سفارت عربستان,International office/ embassy,2016-01-03,No,,,1.0,success,gpt-4o-mini,,,,
45930,270156,اعتراض به اعدام شیخ نمر,,2016-01-03 11:21:42,یکشنبه ۱۳ دی ۱۳۹۴ - ۱۳:۵۱,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,YES,public assembly,تجمع / اجتماع,Religious,N/A,National,عربستان,City,International Institution/Country,Ordinary Citizens,Religious,Unknown,شهرهای مختلف ایران,unknown,سفارت عربستان,International office/ embassy,2016-01-03,No,,,1.0,success,gpt-4o-mini,,,,
45934,270090,گزارش ایسنا از تجمع روز یک‌شنبه در مقابل سفارت عربستان ,,2016-01-03 13:21:42,یکشنبه ۱۳ دی ۱۳۹۴ - ۱۵:۵۱,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Confrontational protests (illegal and non violent),Protest,Unknown,illegal demonstration (if non-violent),تظاهرات بدون مجوز,Political,N/A,Local,عربستان,Capital,International Institution/Country,Unknown,Unknown,Unknown,تهران,medium group < 50,مقابل سفارت عربستان,International office/ embassy,2016-01-03,No,2016-01-03,2016-01-03,1.0,success,gpt-4o-mini,,,,
45935,270068,تجمع مردم تهران در اعتراض به اعدام شیخ نمر در میدان فلسطین,,2016-01-03 14:00:21,یکشنبه ۱۳ دی ۱۳۹۴ - ۱۶:۳۰,سرویس فرهنگی و هنری,"
                        دین و اندیشه
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,عربستان,Capital,International Institution/Country,Diverse,Religious,Unknown,میدان فلسطین,Large Group < 200,میدان فلسطین,Public place,2016-01-03,No,2016-01-03,2016-01-03,1.0,success,gpt-4o-mini,,,,
45937,270020,تجمع اعتراضی به اعدام شیخ نمر - میدان فلسطین,,2016-01-03 14:59:23,یکشنبه ۱۳ دی ۱۳۹۴ - ۱۷:۲۹,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,YES,public assembly,تجمع / اجتماع,Political,N/A,Local,Unknown,Capital,International Institution/Country,Ordinary Citizens,Human rights,Unknown,میدان فلسطین,medium group <50,میدان فلسطین,Public place,2016-01-03,No,2016-01-03,2016-01-03,1.0,success,gpt-4o-mini,,,,
45938,282157,تجمع انصار حزب‌الله روبروی کنسولگری عربستان در مشهد,,2016-01-03 15:58:11,یکشنبه ۱۳ دی ۱۳۹۴ - ۱۸:۲۸,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,YES,public assembly,تجمع / اجتماع,Religious,N/A,Local,عربستان,City,International Institution/Country,Formal religious group,Religious,Unknown,مشهد,unknown,مقابل کنسولگری عربستان,International office/ embassy,2016-01-03,No,,,1.0,success,gpt-4o-mini,,,,
45948,269853,راه‌اندازی پویش مردمیِ «نامه‌ای به مدافعین حرم» در تقویت جبهه مقاومت ,,2016-01-04 08:35:40,دوشنبه ۱۴ دی ۱۳۹۴ - ۱۱:۰۵,سرویس فرهنگی و هنری,"
                        فرهنگ حماسه
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Cultural,N/A,Local,Unknown,Unknown,Unknown,Ordinary Citizens,Cultural,Unknown,Unknown,unknown,Unknown,Unknown,2016-01-04,No,2016-01-04,2016-01-04,1.0,success,gpt-4o-mini,,,,
45958,282444,تجمع جمعی از بسیجیان در اعتراض به اعدام شیخ نمر - میدان امام حسین (ع),,2016-01-04 15:15:32,دوشنبه ۱۴ دی ۱۳۹۴ - ۱۷:۴۵,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,public assembly,تجمع / اجتماع,Political,N/A,Local,عربستان,Capital,International Institution/Country,Ordinary Citizens,Political,Unknown,میدان امام حسین (ع),medium group < 50,میدان امام حسین (ع),Public place,2016-01-04,No,,,1.0,success,gpt-4o-mini,,,,
45966,269470,چرا باید به کمپین 18 درجه پیوست؟,,2016-01-05 08:17:31,سه‌شنبه ۱۵ دی ۱۳۹۴ - ۱۰:۴۷,سرویس اجتماعی,"
                        محیط زیست
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Environmental,Env_Air pollution,National,Unknown,Unknown,Government,Campaign,Environmental,Unknown,Unknown,Unknown,Unknown,Unknown,2016-01-05,No,2016-01-05,2016-01-05,1.0,success,gpt-4o-mini,,,,
45968,282634,نامه‌ی اعتراضی سه مستندساز به وزیر آموزش و پرورش,,2016-01-05 10:31:29,سه‌شنبه ۱۵ دی ۱۳۹۴ - ۱۳:۰۱,سرویس فرهنگی و هنری,"
                        سینما و تئاتر
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Collective open letter,نامه جمعی اعتراضی,Cultural,N/A,Local,Unknown,Unknown,Ministries,Ordinary Citizens,Cultural,Unknown,Unknown,unknown,Unknown,Unknown,2016-01-05,No,2016-01-05,2016-01-05,1.0,success,gpt-4o-mini,,,,
45970,269321,شعرهایی در اعتراض به شهادت شیخ نمر,,2016-01-05 10:42:57,سه‌شنبه ۱۵ دی ۱۳۹۴ - ۱۳:۱۲,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Religious,N/A,National,عربستان سعودی,NA,Government,Ordinary Citizens,Religious,Unknown,Unknown,unknown,Unknown,Unknown,2016-01-05,No,,,1.0,success,gpt-4o-mini,,,,
45971,269313,تجمعات اعتراضی به اعدام شیخ نمر - استان‌ها,,2016-01-05 11:22:01,سه‌شنبه ۱۵ دی ۱۳۹۴ - ۱۳:۵۲,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,City,Government,Ordinary Citizens,Religious,Unknown,اصفهان,medium group <50,Unknown,Public place,2016-01-05,No,2016-01-05,2016-01-05,1.0,success,gpt-4o-mini,,,,
45972,269280,اعتراض کارتونی به عربستان سعودی,,2016-01-05 11:43:58,سه‌شنبه ۱۵ دی ۱۳۹۴ - ۱۴:۱۳,سرویس ایسنا+,"
                        ایسنا+
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Human rights,N/A,National,عربستان سعودی,Capital,International Institution/Country,Unknown,Human rights,Unknown,مقابل سفارت و کنسول‌گری عربستان,unknown,مقابل سفارت و کنسول‌گری عربستان,International office/ embassy,2016-01-05,No,2016-01-05,2016-01-05,1.0,success,gpt-4o-mini,,,,
45973,269294,تجمع جمعی ازاهالی کن درمقابل شورا+فیلم,,2016-01-05 12:05:27,سه‌شنبه ۱۵ دی ۱۳۹۴ - ۱۴:۳۵,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Urban,N/A,Local,کن,City,Municipality/ city councils,Ordinary Citizens,Urban,Unknown,شورای شهر تهران,medium group <50,شورای شهر تهران,Municipality/ city councils,2016-01-05,No,2016-01-05,2016-01-05,1.0,success,gpt-4o-mini,,,,
45986,269145,تجمع اعتراضی به اعدام شیخ نمر - ارومیه ,,2016-01-05 19:10:51,سه‌شنبه ۱۵ دی ۱۳۹۴ - ۲۱:۴۰,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,عربستان,City,Government,Ordinary Citizens,Religious,Unknown,ارومیه,medium group < 50,Unknown,Public place,2016-01-05,No,,,1.0,success,gpt-4o-mini,,,,
45991,282822,تظاهرات سراسری در محکومیت جنایات آل سعود و اعدام شیخ نمر,,2016-01-06 07:14:12,چهارشنبه ۱۶ دی ۱۳۹۴ - ۰۹:۴۴,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,demonstration (legal and non-violent),تظاهرات,Political,N/A,National,عربستان,National,International Institution/Country,Campaign,Political,Unknown,سراسر کشور,"thousands, +1000",میعاد گاه های نماز جمعه,Public place,2016-01-06,No,,,1.0,success,gpt-4o-mini,,,,
45992,282848,برگزاری گردهمایی تشکل‎های دانشجویی حامیان محیط زیست در لرستان,رئیس سازمان دانشجویان جهاد دانشگاهی خبر داد؛,2016-01-06 08:00:39,چهارشنبه ۱۶ دی ۱۳۹۴ - ۱۰:۳۰,سرویس علمی و دانشگاهی,"
                        آموزش
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Environmental,N/A,Local,لرستان,Province Center,Unknown,Formal student group,Environmental,Unknown,لرستان,unknown,Unknown,Unknown,2016-01-06,No,2016-01-06,2016-01-06,1.0,success,gpt-4o-mini,,,,
46008,268490,تا ساعتی دیگر تظاهرات مردمی در سراسر کشور برگزار می‌شود,در اعتراض به اعدام رهبر برجستۀ شیعیان عربستان؛,2016-01-08 07:37:14,جمعه ۱۸ دی ۱۳۹۴ - ۱۰:۰۷,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,National,Unknown,National,International Institution/Country,Campaign,Religious,Unknown,سراسر کشور,"thousands, +1000",میعادگاه نماز جمعه,Public place,2016-01-08,No,2016-01-08,2016-01-08,1.0,success,gpt-4o-mini,,,,
46021,283288,تجمع اعتراضی نمازگزاران جمعه به اعدام شیخ نمر - تهران,,2016-01-08 12:51:29,جمعه ۱۸ دی ۱۳۹۴ - ۱۵:۲۱,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,Capital,Government,Unknown,Unknown,Unknown,تهران,unknown,Unknown,Unknown,2016-01-08,No,2016-01-08,2016-01-08,1.0,success,gpt-4o-mini,,,,
46023,268412,راهپیمایی نمازگزاران در اعتراض به اعدام شیخ نمر - استان ها,,2016-01-08 13:34:17,جمعه ۱۸ دی ۱۳۹۴ - ۱۶:۰۴,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,march/ rally,راهپیمایی,Human rights,N/A,National,Unknown,Unknown,Government,Unknown,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,2016-01-08,No,,,1.0,success,gpt-4o-mini,,,,
46024,268402,راهپیمایی نمازگزاران در اعتراض به اعدام شیخ نمر - استان ها,,2016-01-08 15:42:53,جمعه ۱۸ دی ۱۳۹۴ - ۱۸:۱۲,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,march/ rally,راهپیمایی,Religious,N/A,Local,Unknown,Unknown,Government,Unknown,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,2016-01-08,No,2016-01-08,2016-01-08,1.0,success,gpt-4o-mini,,,,
46051,267922,تجمع مربیان پیش‌دبستانی و حق‌التدریسی در مقابل مجلس,,2016-01-10 07:42:24,یکشنبه ۲۰ دی ۱۳۹۴ - ۱۰:۱۲,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Labour,N/A,Local,Unknown,Capital,Government,Labour Union,Teachers,Unknown,تهران,medium group < 50,مقابل مجلس شورای اسلامی,Parliament area,2016-01-10,No,,,1.0,success,gpt-4o-mini,,,,
46078,267364,راه‌اندازی یک کمپین درباره سربازی + فیلم,,2016-01-11 10:15:09,دوشنبه ۲۱ دی ۱۳۹۴ - ۱۲:۴۵,سرویس ایسنا+,"
                        رسانه دیگر
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Military service,N/A,National,Unknown,Unknown,Government,Campaign,Student Movement,Unknown,Unknown,unknown,Unknown,Unknown,2016-01-11,No,2016-01-11,2016-01-11,1.0,success,gpt-4o-mini,,,,
46106,266936,بررسی اعتراضات مردم به ایجاد کمپ بازپروری معتادان در برخی مناطق ,در جلسه امروز مجمع تهران انجام می‌شود؛,2016-01-12 11:05:38,سه‌شنبه ۲۲ دی ۱۳۹۴ - ۱۳:۳۵,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Social,Soc_Addiction,Local,تهران,Capital,Municipality/ city councils,Ordinary Citizens,Social,Unknown,تهران,unknown,Unknown,Unknown,2016-01-12,No,2016-01-12,2016-01-12,1.0,success,gpt-4o-mini,,,,
46126,249188,برگزاری کمپین «انتخابات» در سیستان و بلوچستان,معاون فرهنگی و امور جوانان استان سیستان و بلوچستان خبر داد,2016-01-13 09:20:06,چهارشنبه ۲۳ دی ۱۳۹۴ - ۱۱:۵۰,سرویس اجتماعی,"
                        خانواده
                        
                    ",isna,Yes,No,,Protest,Unknown,Civil campaigning,کمپین مدنی یا پویشگری,Political,N/A,Local,سیستان و بلوچستان,Province Center,Government,GONGO,Unknown,Unknown,زاهدان,unknown,Unknown,Unknown,2016-01-13,No,,,1.0,success,gpt-4o-mini,,,,
46138,249581,نامه جمعی از تشکل‌های دانشجویی به شورایی‌ها و دغدغه‌های شهری آنان,,2016-01-13 16:55:17,چهارشنبه ۲۳ دی ۱۳۹۴ - ۱۹:۲۵,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,Petitioning,Protest,No,Collective open letter,نامه جمعی اعتراضی,Urban,N/A,Local,تهران,Capital,Municipality/ city councils,Formal student group,Student Movement,Unknown,تهران,unknown,Unknown,Unknown,2016-01-13,No,,,1.0,success,gpt-4o-mini,,,,
46147,248730,کمپین مردمی بافت البسه برای مدافعین حرم در قم,,2016-01-15 07:31:38,جمعه ۲۵ دی ۱۳۹۴ - ۱۰:۰۱,سرویس عکس,,isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Unknown,N/A,Local,قم,City,Unknown,Unknown,Unknown,Unknown,گلزاری شهدای علی بن جعفر قم,unknown,گلزاری شهدای علی بن جعفر,Public place,2016-01-15,No,,,1.0,success,gpt-4o-mini,,,,
46149,248716,کمپین «انتخابات» در سیستان و بلوچستان برگزار می‌شود,,2016-01-15 08:20:05,جمعه ۲۵ دی ۱۳۹۴ - ۱۰:۵۰,سرویس استان ها,"
                        سیستان و بلوچستان
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Political,N/A,Local,سیستان و بلوچستان,Province Center,Government,NGO/Community,Youth,Unknown,زاهدان,unknown,Unknown,Public place,2016-01-15,No,,,1.0,success,gpt-4o-mini,,,,
46174,250038,کمپین نجات گونه‌های بانک ژن منابع طبیعی راه‌اندازی شد,,2016-01-16 11:08:43,شنبه ۲۶ دی ۱۳۹۴ - ۱۳:۳۸,سرویس علمی و دانشگاهی,"
                        علم و فناوری ایران
                        
                    ",isna,Yes,No,,Ritual,Unknown,Civil campaigning,کمپین مدنی یا پویشگری,Environmental,Env_Decrease biodiversity,National,Unknown,Unknown,Unknown,Unknown,Environmental,Unknown,Unknown,Unknown,Unknown,Unknown,2016-01-16,No,2016-01-16,2016-01-16,1.0,success,gpt-4o-mini,,,,
46178,250138,تشکیل کمیته بررسی اعتراضات مردمی به ایجاد کمپ معتادان در دو منطقه تهران,طلا به ایسنا خبر داد:,2016-01-16 16:04:30,شنبه ۲۶ دی ۱۳۹۴ - ۱۸:۳۴,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Social,Soc_Addiction,Local,Unknown,City,Municipality/ city councils,Political Org./Party,Social,Reformist,تهران,unknown,Unknown,Unknown,2016-01-16,No,2016-01-16,2016-01-16,1.0,success,gpt-4o-mini,,,,
46199,250287,تجمع شاکیان پرونده پدیده شاندیز برگزار نشد,به دلیل ممانعت نیروی انتظامی و همزمان با حضور روحانی؛ ,2016-01-17 08:49:44,یکشنبه ۲۷ دی ۱۳۹۴ - ۱۱:۱۹,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Confrontational protests (illegal and non violent),Protest,NO,disturbance of meetings,اخلال در مراسم,Financial/banking,N/A,Local,Unknown,Capital,Government,Ordinary Citizens,Economic/trade/business,Unknown,تهران,unknown,مقابل مجلس شورای اسلامی,Parliament area,2016-01-17,No,2016-01-17,2016-01-17,1.0,success,gpt-4o-mini,,,,
46255,247396,کمپین اعضای داوطلب هلال احمر در حمایت از آغاز برجام,,2016-01-18 11:58:28,دوشنبه ۲۸ دی ۱۳۹۴ - ۱۴:۲۸,سرویس اجتماعی,"
                        سلامت
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,International,Intl_Nuclear Technology,National,Unknown,Unknown,Government,Campaign,Unknown,Progovernment,Unknown,unknown,Unknown,Unknown,2016-01-18,No,,,1.0,success,gpt-4o-mini,,,,
46260,247317,تجمع تعدادی از بازنشستگان تامین اجتماعی مقابل وزارت رفاه,,2016-01-18 14:28:25,دوشنبه ۲۸ دی ۱۳۹۴ - ۱۶:۵۸,سرویس اجتماعی,"
                        خانواده
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Labour,N/A,Local,Unknown,Capital,Ministries,Labour Union,Retireds,Unknown,مقابل وزارت تعاون، کار و رفاه اجتماعی و سازمان تامین اجتماعی,small group < 15,مقابل وزارت تعاون، کار و رفاه اجتماعی و سازمان تامین اجتماعی,In front of state buildings,2016-01-18,No,2016-01-18,2016-01-18,1.0,success,gpt-4o-mini,,,,
