Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
39867,1614423,تجمع متقاضیان مسکن مهر پرند مقابل مجلس شورای اسلامی,,2015-01-13 07:42:20,سه‌شنبه ۲۳ دی ۱۳۹۳ - ۱۰:۱۲,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Economic,N/A,Local,پرند,City,Government,Ordinary Citizens,Economic/trade/business,Unknown,تهران,medium group < 50,مقابل مجلس شورای اسلامی,Parliament area,2015-01-13,No,,,1.0,success,gpt-4o-mini,,,,
39893,1613651,اعتراض دانشجویان شریف به تغییر سهمیه پذیرش ارشد بدون کنکور,,2015-01-14 08:27:05,چهارشنبه ۲۴ دی ۱۳۹۳ - ۱۰:۵۷,سرویس علمی و دانشگاهی,"
                        آموزش
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Student/university,N/A,Local,تهران,University campuses,University Officials,Formal student group,Student Movement,Unknown,سالن کهربای دانشکده برق,Large Group < 200,سالن کهربای دانشکده برق,University campuses,2015-01-14,No,,,1.0,success,gpt-4o-mini,,,,
39900,1613554,اقدام تروریستی در فرانسه محکوم است/انتشار کاریکاتورهای موهن، عاقلانه نیست,آیت‌الله مکارم‌شیرازی:,2015-01-14 10:30:11,چهارشنبه ۲۴ دی ۱۳۹۳ - ۱۳:۰۰,سرویس فرهنگی و هنری,"
                        دین و اندیشه
                        
                    ",isna,Yes,No,,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Religious,N/A,National,Unknown,Unknown,International Institution/Country,Formal religious group,Religious,Unknown,Unknown,Unknown,Unknown,Unknown,2015-01-14,No,2015-01-14,2015-01-14,1.0,success,gpt-4o-mini,,,,
39939,1608794,راه‌اندازی کمپین «من عاشق محمدم»,,2015-01-16 14:13:02,جمعه ۲۶ دی ۱۳۹۳ - ۱۶:۴۳,سرویس فرهنگی و هنری,"
                        فرهنگ عمومی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Religious,N/A,National,Unknown,Unknown,International Institution/Country,Campaign,Religious,Unknown,تهران,unknown,Unknown,Unknown,2015-01-16,No,2015-01-16,2015-01-16,1.0,success,gpt-4o-mini,,,,
39942,1608071,راهپیمایی نمازگزاران مشهدی در محکومیت هتک حرمت پیامبر(ص),,2015-01-16 14:56:19,جمعه ۲۶ دی ۱۳۹۳ - ۱۷:۲۶,سرویس استان ها,"
                        خراسان رضوی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Religious,N/A,Local,مشهد,City,International Institution/Country,Ordinary Citizens,Religious,Unknown,مشهد,unknown,Unknown,Public place,2015-01-16,No,2015-01-16,2015-01-16,1.0,success,gpt-4o-mini,,,,
39956,1607808,تجمع اعتراض‌آمیز دانشجویان دانشگاه امام صادق (ع) در محکومیت توهین به پیامبر(ص),,2015-01-17 11:48:42,شنبه ۲۷ دی ۱۳۹۳ - ۱۴:۱۸,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,University,International Institution/Country,Formal student group,Student Movement,Unknown,دانشگاه امام صادق (ع),medium group < 50,Unknown,University campuses,2015-01-17,No,2015-01-17,2015-01-17,1.0,success,gpt-4o-mini,,,,
39957,1607781,تجمع اعتراضی دانشجویان دانشگاه امام صادق(ع),,2015-01-17 12:19:54,شنبه ۲۷ دی ۱۳۹۳ - ۱۴:۴۹,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Cultural,N/A,Local,Unknown,University,International Institution/Country,Formal student group,Student Movement,Unknown,دانشگاه امام صادق(ع),unknown,Unknown,University campuses,2015-01-17,No,,,1.0,success,gpt-4o-mini,,,,
39964,1609050,کمپین بزرگ «هوای شهرمو دارم» اجرا می‌شود,به مناسبت روز هوای پاک,2015-01-17 21:22:14,شنبه ۲۷ دی ۱۳۹۳ - ۲۳:۵۲,سرویس بازار,"
                        خبر بازار
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Environmental,Env_Air pollution,Local,تهران,Capital,Public Awareness,Campaign,Environmental,Unknown,تهران,unknown,Unknown,Unknown,2015-01-17,No,,,1.0,success,gpt-4o-mini,,,,
39985,1607435,تجمع در اعتراض به هتک حرمت پیامبر اسلام (ص) - قم,,2015-01-18 11:53:01,یکشنبه ۲۸ دی ۱۳۹۳ - ۱۴:۲۳,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,public assembly,تجمع / اجتماع,Religious,N/A,Local,قم,City,Unknown,Unknown,Unknown,Unknown,قم,unknown,Unknown,Unknown,2015-01-18,No,2015-01-18,2015-01-18,1.0,success,gpt-4o-mini,,,,
39988,1607370,نمایندگان مجلس به کمپین محکومیت اهانت به پیامبر اسلام (ص) پیوستند,,2015-01-18 13:30:54,یکشنبه ۲۸ دی ۱۳۹۳ - ۱۶:۰۰,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Religious,N/A,National,Unknown,Capital,Government,Formal religious group,Religious,Unknown,تهران,medium group < 50,مقابل مجلس شورای اسلامی,In front of state buildings,2015-01-18,No,2015-01-18,2015-01-18,1.0,success,gpt-4o-mini,,,,
39997,1609420,تجمع اعتراضی در محکومیت اهانت به پیامبر(ص)مقابل سفارت فرانسه برگزار می‌شود,/من محمد (ص) را دوست دارم/ ,2015-01-19 08:55:20,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۱:۲۵,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,Capital,International Institution/Country,Formal student group,Student Movement,Unknown,تهران,unknown,مقابل سفارت فرانسه,International office/ embassy,2015-01-19,No,2015-01-19,2015-01-19,1.0,success,gpt-4o-mini,,,,
40005,1607086,آغاز سراسری فعالیت‌های اجرایی آموزشی کمپین «آسمان آبی زمین پاک»,,2015-01-19 11:25:33,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۳:۵۵,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,,Ritual,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Urban,N/A,Local,تهران,Capital,Municipality/ city councils,Unknown,Unknown,Unknown,تهران,unknown,Unknown,Unknown,2015-01-19,No,2015-01-19,2015-01-19,1.0,success,gpt-4o-mini,,,,
40008,1607050,تجمع مردم زابل درپی هتک حرمت به ساحت مقدس پیامبراکرم(ص),,2015-01-19 11:58:39,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۴:۲۸,سرویس استان ها,"
                        سیستان و بلوچستان
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,زابل,City,Unknown,Ordinary Citizens,Religious,Unknown,زابل,Large Group < 200,میدان شهرداری,Public place,2015-01-19,No,2015-01-19,2015-01-19,1.0,success,gpt-4o-mini,,,,
40010,1609505,تجمع روحانیون کردستان در مخالفت با هتک حرمت پیامبر (ص),,2015-01-19 12:04:10,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۴:۳۴,سرویس استان ها,"
                        کردستان
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,کردستان,Province Center,Other,Formal religious group,Religious,Unknown,کردستان,medium group < 50,Unknown,Public place,2015-01-19,No,2015-01-19,2015-01-19,1.0,success,gpt-4o-mini,,,,
40011,1609517,تجمع بازاریان تهران در محکومیت اهانت به ساحت پیامبر اسلام (ص),,2015-01-19 12:32:55,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۵:۰۲,سرویس فرهنگی و هنری,"
                        دین و اندیشه
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,Capital,International Institution/Country,Diverse,Religious,Unknown,تهران,medium group < 50,مسجد سید عزیزالله,Religious places,2015-01-19,No,2015-01-19,2015-01-19,1.0,success,gpt-4o-mini,,,,
40012,1607022,آغاز تجمع اعتراضی در محکومیت اهانت به پیامبر(ص)مقابل سفارت فرانسه ,/من محمد (ص) را دوست دارم/ ,2015-01-19 12:43:46,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۵:۱۳,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,Capital,International Institution/Country,Formal student group,Religious,Unknown,تهران,unknown,مقابل سفارت فرانسه,International office/ embassy,2015-01-19,No,2015-01-19,2015-01-19,1.0,success,gpt-4o-mini,,,,
40016,1609556,گزارش ایسنا از تجمع اعتراضی در محکومیت اهانت به پیامبر(ص)مقابل سفارت فرانسه,/من محمد (ص) را دوست دارم/,2015-01-19 14:28:18,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۶:۵۸,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,Capital,International Institution/Country,Formal student group,Religious,Unknown,تهران,medium group < 50,مقابل سفارت فرانسه,International office/ embassy,2015-01-19,No,,,1.0,success,gpt-4o-mini,,,,
40017,1609560,بیانیه پایانی تجمع اعتراضی در محکومیت اهانت به پیامبر(ص),/من محمد (ص) را دوست دارم/,2015-01-19 14:51:25,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۷:۲۱,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,City,Government,Formal student group,Religious,Unknown,Unknown,unknown,Unknown,Public place,2015-01-19,No,2015-01-19,2015-01-19,1.0,success,gpt-4o-mini,,,,
40018,1609568,تجمع اعتراضی در محکومیت اهانت به پیامبر(ص)مقابل سفارت فرانسه ۱,,2015-01-19 15:15:40,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۷:۴۵,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,Capital,International Institution/Country,Unknown,Unknown,Unknown,تهران,unknown,مقابل سفارت فرانسه,International office/ embassy,2015-01-19,No,,,1.0,success,gpt-4o-mini,,,,
40020,1606961,دعوت از مردم آمریکا برای شرکت در کمپین ضدتحریم علیه ایران,از سوی یک نشریه آمریکایی اعلام شد,2015-01-19 16:27:50,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۸:۵۷,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,International,Int_Nuclear Technology,National,Unknown,Unknown,International Institution/Country,Campaign,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2015-01-19,No,2015-01-19,2015-01-19,1.0,success,gpt-4o-mini,,,,
40021,1609578,تجمع اعتراضی در محکومیت اهانت به پیامبر(ص)مقابل سفارت فرانسه - ۲,,2015-01-19 16:45:03,دوشنبه ۲۹ دی ۱۳۹۳ - ۱۹:۱۵,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,public assembly,تجمع / اجتماع,Religious,N/A,Local,Unknown,Capital,International Institution/Country,Unknown,Unknown,Unknown,تهران,unknown,مقابل سفارت فرانسه,International office/ embassy,2015-01-19,No,,,1.0,success,gpt-4o-mini,,,,
40042,1609718,درگیری‌های جمعه شب اهواز هیچ کشته‌ای نداشته است,سرپرست دادسرای عمومی و انقلاب اهواز:,2015-01-20 09:29:00,سه‌شنبه ۳۰ دی ۱۳۹۳ - ۱۱:۵۹,سرویس استان ها,"
                        خوزستان
                        
                    ",isna,Yes,No,Armed conflict,Armed Conflicts,YES,armed attack,حمله/درگیری مسلحانه,Unknown,N/A,Local,اهواز,City,Law Enforcement Force,Unknown,Unknown,Unknown,اهواز,unknown,کوی علوی,Public place,2015-01-20,No,2015-01-20,2015-01-20,1.0,success,gpt-4o-mini,,,,
40054,1606636,تجمع اعتراض‌آمیز در محکومیت اهانت به پیامبر اسلام (ص),,2015-01-20 12:21:08,سه‌شنبه ۳۰ دی ۱۳۹۳ - ۱۴:۵۱,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,public assembly,تجمع / اجتماع,Religious,N/A,National,Unknown,Capital,Government,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2015-01-20,No,2015-01-20,2015-01-20,1.0,success,gpt-4o-mini,,,,
40056,1606617,مردم البرز در اعتراض توهین به ساحت مقدس پیامبر(ص) راهپیمایی می‌کنند,,2015-01-20 13:01:22,سه‌شنبه ۳۰ دی ۱۳۹۳ - ۱۵:۳۱,سرویس استان ها,"
                        البرز
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Religious,N/A,Local,کرج,City,International Institution/Country,Formal religious group,Religious,Unknown,کرج,unknown,بلوار امامزاده حسن(ع),Streets,2015-01-20,No,2015-01-20,2015-01-20,1.0,success,gpt-4o-mini,,,,
40070,1609967,تظاهرات سراسری اعتراض آمیز به هتک حرمت به ساحت قدسی پیامبر اعظم (ص),بعد از نماز جمعه در سراسر کشور برگزار می‌شود,2015-01-21 08:35:21,چهارشنبه ۱ بهمن ۱۳۹۳ - ۱۱:۰۵,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,National,Unknown,Capital,International Institution/Country,Formal religious group,Religious,Unknown,تهران,unknown,مصلی حضرت امام خمینی(ره),Public place,2015-01-21,No,2015-01-21,2015-01-21,1.0,success,gpt-4o-mini,,,,
40074,1610014,راهپیمایی اعتراض آمیز عشایر بسیجی، سران طوایف و ایلات شیعه و سنی ,در محکومیت اهانت به ساحت پیامبر (ص) برگزار می‌شود ,2015-01-21 10:06:28,چهارشنبه ۱ بهمن ۱۳۹۳ - ۱۲:۳۶,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Religious,N/A,National,Unknown,City,International Institution/Country,Ordinary Citizens,Religious,Unknown,Unknown,unknown,Unknown,Public place,2015-01-21,No,2015-01-21,2015-01-21,1.0,success,gpt-4o-mini,,,,
40077,1606328,"استانداری تهران به کمپین \من عاشق محمد هستم\"" پیوست""",مشاور فرهنگی استاندار تهران:,2015-01-21 10:25:32,چهارشنبه ۱ بهمن ۱۳۹۳ - ۱۲:۵۵,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Religious,N/A,National,Unknown,Capital,International Institution/Country,Campaign,Religious,Unknown,تهران,unknown,Unknown,Unknown,2015-01-21,No,2015-01-21,2015-01-21,1.0,success,gpt-4o-mini,,,,
40080,1610053,اعطای نامه اعتراضی بسیج خواهران به سفارت فرانسه,,2015-01-21 12:00:56,چهارشنبه ۱ بهمن ۱۳۹۳ - ۱۴:۳۰,سرویس عکس,,isna,Yes,No,Petitioning,Protest,NO,Collective open letter,نامه جمعی اعتراضی,Political,N/A,Local,Unknown,Unknown,International Institution/Country,Formal religious group,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2015-01-21,No,2015-01-21,2015-01-21,1.0,success,gpt-4o-mini,,,,
40088,1606171,تجمع در اعتراض به هتک حرمت پیامبر اسلام (ص) - شیراز,,2015-01-21 18:36:31,چهارشنبه ۱ بهمن ۱۳۹۳ - ۲۱:۰۶,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,public assembly,تجمع / اجتماع,Religious,N/A,Local,شیراز,City,Unknown,Unknown,Unknown,Unknown,شیراز,unknown,Unknown,Unknown,2015-01-21,No,2015-01-21,2015-01-21,1.0,success,gpt-4o-mini,,,,
40095,1610186,تظاهرات اعتراض‌آمیز به هتک حرمت ساحت پیامبر اعظم (ص) برگزار می‌شود,پس از اقامه نماز جمعه در سراسر کشور؛,2015-01-22 08:57:36,پنجشنبه ۲ بهمن ۱۳۹۳ - ۱۱:۲۷,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Religious,N/A,National,Unknown,National,International Institution/Country,Campaign,Religious,Unknown,تهران,unknown,Unknown,Public place,2015-01-22,No,,,1.0,success,gpt-4o-mini,,,,
40106,1605842,محکومیت اهانت به پیامبر (ص) در راهپیمایی بعد از نماز جمعه تهران,,2015-01-23 12:19:41,جمعه ۳ بهمن ۱۳۹۳ - ۱۴:۴۹,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Religious,N/A,National,Unknown,Capital,International Institution/Country,Ordinary Citizens,Religious,Unknown,تهران,unknown,محوطه مصلای امام خمینی (ره),Public place,2015-01-23,No,2015-01-23,2015-01-23,1.0,success,gpt-4o-mini,,,,
40107,1605826,محکومیت اهانت به پیامبر (ص) در راهپیمایی بعد از نماز جمعه تهران,,2015-01-23 13:12:43,جمعه ۳ بهمن ۱۳۹۳ - ۱۵:۴۲,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,march/ rally,راهپیمایی,Religious,N/A,National,Unknown,Capital,Government,Unknown,Unknown,Unknown,تهران,unknown,Unknown,Unknown,2015-01-23,No,2015-01-23,2015-01-23,1.0,success,gpt-4o-mini,,,,
40111,1605799,تجمع اعتراض آمیز مردم در پی اهانت به پیامبر اکرم (ص) - استانها,,2015-01-23 14:13:22,جمعه ۳ بهمن ۱۳۹۳ - ۱۶:۴۳,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,public assembly,تجمع / اجتماع,Religious,N/A,National,Unknown,Unknown,Government,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2015-01-23,No,2015-01-23,2015-01-23,1.0,success,gpt-4o-mini,,,,
40113,1605765,"عضویت 21 استان کشور در کمپین \سیرک نه\""""",,2015-01-24 05:48:39,شنبه ۴ بهمن ۱۳۹۳ - ۰۸:۱۸,سرویس استان ها,"
                        اصفهان
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Animal rights,N/A,National,Unknown,Province Center,Government,NGO/Community,Animal rights,Unknown,اصفهان,unknown,Unknown,Unknown,2015-01-24,No,2015-01-24,2015-01-24,1.0,success,gpt-4o-mini,,,,90a98d22c652ca6bfa24393cb4052133
40113,1605765,"عضویت 21 استان کشور در کمپین \سیرک نه\""""",,2015-01-24 05:48:39,شنبه ۴ بهمن ۱۳۹۳ - ۰۸:۱۸,سرویس استان ها,"
                        اصفهان
                        
                    ",isna,Yes,Yes,Petitioning,,,,,,,,,,,,,,,,Unknown,,,,,,,success,gpt-4o-mini,,,,90a98d22c652ca6bfa24393cb4052133
40113,1605765,"عضویت 21 استان کشور در کمپین \سیرک نه\""""",,2015-01-24 05:48:39,شنبه ۴ بهمن ۱۳۹۳ - ۰۸:۱۸,سرویس استان ها,"
                        اصفهان
                        
                    ",isna,Yes,Yes,Petitioning,,,,,,,,,,,,,,,,Unknown,,,,,,,success,gpt-4o-mini,,,,90a98d22c652ca6bfa24393cb4052133
